feature_name,sensor,normal_mean,anomaly_mean,mean_difference,normal_std,anomaly_std,normal_median,anomaly_median,cohens_d,mann_whitney_u,p_value,mutual_info
Noise__index_mass_quantile__q_0.9,Noise,0.9193,0.9312,0.0119,0.0165,0.0081,0.9333,0.9333,0.93,26532.5,5.9737768423601706e-24,0.1204
Noise__last_location_of_maximum,Noise,0.5627,0.7949,0.2323,0.2961,0.2,0.6,0.8667,0.9273,22158.0,7.7184731552793435e-22,0.0733
Temperature__index_mass_quantile__q_0.6,Temperature,0.6181,0.6305,0.0123,0.0166,0.0094,0.6333,0.6333,0.926,25986.5,8.642735608059286e-24,0.0884
Motor_Current__lempel_ziv_complexity__bins_2,Motor_Current,0.3724,0.3423,-0.0301,0.0268,0.0371,0.3667,0.3333,0.9226,61074.0,6.511895469816698e-26,0.0842
Motor_Current__longest_strike_below_mean,Motor_Current,5.6095,8.8904,3.2809,2.8176,4.116,5.0,8.0,0.9224,18509.5,1.4168581684728105e-30,0.1153
Temperature__index_mass_quantile__q_0.7,Temperature,0.718,0.7303,0.0123,0.0166,0.0095,0.7333,0.7333,0.9222,25973.0,1.2129252953530461e-23,0.0786
Noise__longest_strike_below_mean,Noise,4.938,7.5814,2.6434,1.9444,3.5142,5.0,6.0,0.9194,20593.5,1.107207509050538e-25,0.0996
"Temperature__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",Temperature,0.0763,0.4852,0.4089,0.5019,0.3865,0.1139,0.5922,0.9184,21557.0,4.560037517051886e-23,0.0637
Pressure__autocorrelation__lag_2,Pressure,0.0574,0.2542,0.1968,0.2139,0.2156,0.045,0.2661,0.9164,20853.0,1.2500097917322438e-24,0.0844
Pressure__autocorrelation__lag_7,Pressure,-0.0629,0.1016,0.1646,0.1875,0.1725,-0.0723,0.1193,0.9153,21421.0,2.2982921956961332e-23,0.104
Temperature__index_mass_quantile__q_0.4,Temperature,0.4181,0.4303,0.0122,0.0166,0.0095,0.4333,0.4333,0.9136,26123.5,2.6631507268349917e-23,0.0944
"Vibration__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",Vibration,0.0004,0.0192,0.0188,0.0029,0.0283,0.0004,0.0189,0.9134,20098.5,2.3049496829258145e-26,0.4042
"Vibration__fft_aggregated__aggtype_""centroid""",Vibration,1.649,2.1395,0.4905,0.2743,0.6952,1.6548,1.993,0.9126,23834.0,2.2014318676305944e-18,0.1261
"Motor_Current__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",Motor_Current,0.1573,0.7096,0.5523,0.7561,0.4341,0.4271,0.9033,0.9067,23472.5,4.320537530313444e-19,0.2519
"Motor_Current__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",Motor_Current,0.0009,0.1547,0.1538,0.0012,0.2345,0.0005,0.0727,0.9063,646.0,1.6480560263044732e-92,0.594
"Pressure__fft_coefficient__attr_""angle""__coeff_2",Pressure,8.4751,87.167,78.6919,107.2846,63.8768,17.8135,97.1752,0.9015,24514.0,4.2896797758938965e-17,0.1156
"Vibration__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",Vibration,0.0003,0.023,0.0227,0.0003,0.035,0.0002,0.0091,0.8989,1576.5,2.103605666757155e-88,0.5396
Pressure__count_above_mean,Pressure,14.8212,13.0631,-1.758,1.6145,2.2233,15.0,13.0,0.8983,60771.0,2.9743432673535386e-23,0.0941
Vibration__number_crossing_m__m_1,Vibration,0.0,2.4319,2.4319,0.0,3.7505,0.0,0.0,0.8961,24386.0,3.43150916179981e-32,0.1661
"Motor_Current__fft_coefficient__attr_""angle""__coeff_2",Motor_Current,0.5922,79.083,78.4909,104.5908,68.9501,9.6215,91.9965,0.8944,23194.0,1.2108102350143234e-19,0.1341
"Temperature__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",Temperature,0.0225,0.7121,0.6896,0.0207,1.0688,0.0161,0.3203,0.8916,4728.0,3.355866177769373e-75,0.4221
Vibration__number_peaks__n_3,Vibration,1.9927,2.8937,0.901,1.0216,1.0027,2.0,3.0,0.8905,21715.5,1.9676245597238673e-24,0.0623
"Noise__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",Noise,0.074,2.3112,2.2372,0.0691,3.4802,0.0537,0.9183,0.8883,3851.0,9.138236584820409e-79,0.4418
"Noise__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",Noise,0.1038,0.5854,0.4816,0.1112,0.7422,0.07,0.32,0.8878,22261.5,7.5073794942548e-22,0.1949
"Motor_Current__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",Motor_Current,0.1458,0.55,0.4042,0.5396,0.3697,0.1684,0.6532,0.8813,23180.0,1.1350769248332362e-19,0.0817
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",Motor_Current,0.0012,0.0446,0.0434,0.006,0.0682,0.0007,0.037,0.8756,14361.5,1.4154055875943562e-41,0.4796
Noise__energy_ratio_by_chunks__num_segments_10__segment_focus_3,Noise,0.0998,0.0956,-0.0042,0.0017,0.0064,0.0999,0.0948,0.8738,61518.0,2.132145412703272e-24,0.3298
Temperature__energy_ratio_by_chunks__num_segments_10__segment_focus_7,Temperature,0.1001,0.1022,0.0021,0.0008,0.0033,0.1001,0.1018,0.8697,22164.0,9.174166232135962e-22,0.2451
Motor_Current__lempel_ziv_complexity__bins_3,Motor_Current,0.4364,0.4021,-0.0343,0.025,0.049,0.4333,0.4,0.8691,59667.5,1.161851447643501e-22,0.1058
"Vibration__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",Vibration,0.0263,0.2104,0.1841,0.0286,0.2915,0.0244,0.1414,0.869,24157.0,9.153085248076861e-18,0.3659
Temperature__index_mass_quantile__q_0.3,Temperature,0.3182,0.33,0.0118,0.0166,0.01,0.3333,0.3333,0.8687,26685.0,1.494715912616323e-21,0.0991
"Motor_Current__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",Motor_Current,0.0007,0.0515,0.0508,0.0007,0.0811,0.0005,0.0213,0.8667,1413.0,4.058569712201655e-89,0.5445
"Temperature__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",Temperature,0.0477,0.2452,0.1975,0.0495,0.3118,0.0317,0.1333,0.8655,25692.5,2.7916152161599528e-15,0.215
Pressure__autocorrelation__lag_3,Pressure,0.0454,0.2294,0.1841,0.2091,0.2159,0.0317,0.2506,0.8654,22114.0,7.189497502309084e-22,0.058
Pressure__energy_ratio_by_chunks__num_segments_10__segment_focus_3,Pressure,0.0998,0.0963,-0.0035,0.0012,0.0056,0.0999,0.0957,0.8647,61807.0,4.733848875530272e-25,0.3925
Motor_Current__lempel_ziv_complexity__bins_5,Motor_Current,0.5157,0.4795,-0.0362,0.0267,0.052,0.5333,0.5,0.8639,59251.5,2.9721857359814504e-21,0.1226
Temperature__spkt_welch_density__coeff_2,Temperature,0.7058,9.655,8.9491,0.4661,14.3163,0.6118,4.2826,0.8635,9574.0,5.106614341651408e-57,0.3679
Pressure__autocorrelation__lag_5,Pressure,0.0149,0.1789,0.164,0.1985,0.1827,0.0071,0.1926,0.8614,22076.0,5.971139905792978e-22,0.0889
Temperature__index_mass_quantile__q_0.2,Temperature,0.2174,0.2293,0.012,0.0167,0.0108,0.2333,0.2333,0.8594,26453.5,3.409598876680373e-21,0.0933
"Vibration__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",Vibration,0.1235,0.6694,0.546,0.7174,0.5515,0.0,0.935,0.8585,20711.0,5.782395089260598e-25,0.3225
Vibration__number_peaks__n_1,Vibration,6.9964,8.3455,1.3492,1.6467,1.5009,7.0,9.0,0.8582,22335.5,5.10232090907192e-22,0.0744
"Temperature__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",Temperature,23.5534,25.0201,1.4667,0.4493,2.3231,23.5616,24.4729,0.8581,23773.0,1.6771087400145907e-18,0.2952
Vibration__energy_ratio_by_chunks__num_segments_10__segment_focus_0,Vibration,0.0942,0.0705,-0.0237,0.0211,0.0326,0.0965,0.0703,0.8562,63512.0,4.308106359914295e-29,0.1827
Vibration__index_mass_quantile__q_0.8,Vibration,0.8196,0.8456,0.026,0.0307,0.0305,0.8333,0.8333,0.851,22194.5,3.4323681026282046e-25,0.1018
Noise__count_above_mean,Noise,14.9854,13.3987,-1.5867,1.5683,2.1038,15.0,14.0,0.8495,58883.5,2.576781104283762e-19,0.0878
Pressure__autocorrelation__lag_4,Pressure,0.0476,0.2215,0.1739,0.2219,0.1962,0.0566,0.2253,0.8326,23102.0,7.913218580113446e-20,0.0841
"Temperature__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",Temperature,0.0579,0.3181,0.2602,0.0594,0.4283,0.0442,0.18,0.8323,21776.5,8.430750564874317e-23,0.1871
"Pressure__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",Pressure,-3.9494,-2.3497,1.5997,1.7448,2.0835,-4.2279,-2.7449,0.829,22734.0,1.4134469135707e-20,0.1097
"Vibration__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",Vibration,0.0008,0.0209,0.0201,0.0033,0.0333,0.0004,0.0223,0.8278,19044.5,6.864374872092949e-29,0.4884
Pressure__spkt_welch_density__coeff_2,Pressure,0.0064,0.3369,0.3304,0.0068,0.5533,0.0041,0.1785,0.8253,3849.0,8.966826297078352e-79,0.4736
Vibration__index_mass_quantile__q_0.7,Vibration,0.721,0.755,0.034,0.0377,0.0442,0.7333,0.7333,0.8252,19644.0,5.067908751314901e-30,0.1627
Temperature__count_above_mean,Temperature,15.0,13.3355,-1.6645,1.8083,2.1942,15.0,13.0,0.8242,59141.0,9.792989351492984e-20,0.0725
Noise__autocorrelation__lag_2,Noise,0.049,0.2198,0.1708,0.1893,0.2226,0.0271,0.2379,0.8234,22668.0,1.0340942344458367e-20,0.1072
Vibration__autocorrelation__lag_4,Vibration,0.0661,0.2811,0.215,0.2832,0.2406,-0.0197,0.3112,0.8214,21481.0,3.111220876874111e-23,0.1107
Noise__autocorrelation__lag_3,Noise,0.0261,0.2062,0.1801,0.2171,0.2225,-0.0037,0.2264,0.8188,22977.0,4.4248624332860116e-20,0.0811
Motor_Current__autocorrelation__lag_8,Motor_Current,-0.0804,0.0813,0.1617,0.2249,0.1695,-0.0803,0.0862,0.8175,23668.0,1.0477411313387583e-18,0.0801
"Temperature__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",Temperature,0.081,0.6012,0.5202,0.7217,0.5475,0.192,0.845,0.8173,23777.0,1.7072923749828956e-18,0.0859
Motor_Current__last_location_of_maximum,Motor_Current,0.609,0.8099,0.2009,0.3073,0.1752,0.6667,0.8667,0.8127,26193.5,3.550510325066876e-14,0.1276
"Temperature__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",Temperature,0.0145,-0.9058,-0.9203,0.3617,1.5398,0.0278,-0.7957,0.806,62079.0,1.126583511154079e-25,0.2979
Vibration__variation_coefficient,Vibration,0.1449,0.233,0.0882,0.0577,0.1411,0.1252,0.1831,0.8045,21406.0,2.130407689842809e-23,0.1338
"Vibration__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",Vibration,0.0001,0.0122,0.0121,0.0001,0.0208,0.0,0.0009,0.8005,26171.5,1.1682685321991738e-14,0.2823
"Pressure__agg_autocorrelation__f_agg_""var""__maxlag_40",Pressure,0.1469,0.3119,0.1649,0.1202,0.2609,0.106,0.2338,0.7999,20906.0,1.6458353755511299e-24,0.1055
Motor_Current__energy_ratio_by_chunks__num_segments_10__segment_focus_3,Motor_Current,0.0997,0.0955,-0.0042,0.0011,0.0073,0.0997,0.0945,0.7972,62612.0,6.4082763184807645e-27,0.4446
"Temperature__fft_coefficient__attr_""angle""__coeff_1",Temperature,7.7988,73.1851,65.3863,98.0399,64.6683,24.7069,90.1905,0.7947,25260.0,9.766454505645643e-16,0.1137
"Pressure__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",Pressure,0.0003,0.0193,0.019,0.0048,0.0328,0.0,0.0152,0.793,19431.5,5.9976122353150375e-28,0.3261
Pressure__lempel_ziv_complexity__bins_2,Pressure,0.3751,0.3498,-0.0252,0.0251,0.0369,0.3667,0.3667,0.7921,58252.5,6.522481212638379e-20,0.1039
Vibration__has_duplicate_max,Vibration,0.3467,0.0565,-0.2902,0.4759,0.2308,0.0,0.0,0.7876,53205.5,1.8027891010624286e-18,0.0662
"Vibration__agg_autocorrelation__f_agg_""median""__maxlag_40",Vibration,-0.0882,-0.2231,-0.1349,0.1638,0.1784,-0.0388,-0.1778,0.7864,64678.0,4.8821785841599536e-32,0.1382
Vibration__benford_correlation,Vibration,0.6779,0.4274,-0.2506,0.223,0.3858,0.649,0.3919,0.786,57312.5,6.471349115626122e-16,0.2889
Vibration__index_mass_quantile__q_0.6,Vibration,0.6234,0.6618,0.0384,0.0388,0.0567,0.6333,0.6667,0.7849,19541.0,8.617378744367279e-30,0.1569
Temperature__index_mass_quantile__q_0.9,Temperature,0.9174,0.9286,0.0112,0.0167,0.0117,0.9333,0.9333,0.7837,27412.5,2.5018151807504127e-18,0.0678
"Vibration__fft_coefficient__attr_""imag""__coeff_6",Vibration,0.0162,0.6678,0.6515,0.0996,1.149,0.0136,0.5684,0.781,23463.0,4.148798731685789e-19,0.4173
"Vibration__fft_coefficient__attr_""angle""__coeff_1",Vibration,9.5217,74.4737,64.952,102.2618,61.3959,19.609,87.8237,0.7788,25496.0,2.550311077611683e-15,0.1234
Vibration__skewness,Vibration,0.0774,0.4929,0.4155,0.4827,0.5763,0.0102,0.3913,0.7785,24006.0,4.716949284285409e-18,0.0947
Motor_Current__symmetry_looking__r_0.05,Motor_Current,0.8358,0.4917,-0.3441,0.3705,0.4999,1.0,0.0,0.7767,55425.5,4.533546783310204e-18,0.0893
Pressure__ar_coefficient__coeff_0__k_10,Pressure,7.2269,2.2479,-4.979,6.315,6.5413,6.7068,2.3922,0.7738,60911.0,4.699481208531975e-23,0.1096
Vibration__index_mass_quantile__q_0.4,Vibration,0.4277,0.4702,0.0425,0.0384,0.0666,0.4333,0.4667,0.7719,20210.0,8.268540118223443e-28,0.1835
"Pressure__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",Pressure,0.6752,0.902,0.2267,0.0464,0.4037,0.6745,0.8043,0.7715,25071.0,4.482862970303573e-16,0.2933
Temperature__index_mass_quantile__q_0.1,Temperature,0.1179,0.1288,0.0109,0.0166,0.0114,0.1333,0.1333,0.7713,27740.5,7.208790343401819e-18,0.0357
"Motor_Current__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",Motor_Current,0.0003,0.0657,0.0653,0.0005,0.1171,0.0002,0.0238,0.7709,752.0,4.8912398986466295e-92,0.5952
"Noise__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",Noise,5.6702,7.8949,2.2248,0.6146,3.9496,5.6818,7.1425,0.7701,23811.0,1.9870395027103673e-18,0.2781
Vibration__index_mass_quantile__q_0.9,Vibration,0.9185,0.9332,0.0147,0.0217,0.0166,0.9333,0.9333,0.7675,26401.0,1.2060037356091668e-19,0.085
Vibration__index_mass_quantile__q_0.3,Vibration,0.3262,0.3671,0.041,0.0365,0.0652,0.3333,0.3667,0.7657,20853.5,2.3603111506115894e-26,0.147
"Vibration__fft_coefficient__attr_""imag""__coeff_5",Vibration,0.0159,0.5997,0.5838,0.0975,1.0501,0.0173,0.5196,0.7654,23198.5,1.2361440549297224e-19,0.4228
"Vibration__fft_coefficient__attr_""imag""__coeff_4",Vibration,0.0186,0.6792,0.6606,0.1078,1.1946,0.0185,0.6057,0.7615,25497.0,2.560629152563382e-15,0.4479
"Temperature__fft_coefficient__attr_""imag""__coeff_3",Temperature,0.0363,4.5112,4.4749,1.157,8.1102,0.0475,4.0776,0.7556,24629.0,7.007911230331209e-17,0.3641
Vibration__index_mass_quantile__q_0.2,Vibration,0.2235,0.2576,0.0341,0.029,0.0559,0.2333,0.2333,0.7554,22364.0,1.4489371848420356e-23,0.1328
Temperature__last_location_of_minimum,Temperature,0.5127,0.3096,-0.203,0.2851,0.2554,0.5,0.2333,0.7521,58206.0,1.3746601977235794e-17,0.0299
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",Motor_Current,0.0004,0.0446,0.0442,0.0084,0.0816,0.0008,0.0323,0.7449,17742.0,3.535424905168488e-32,0.3521
Motor_Current__autocorrelation__lag_4,Motor_Current,0.04,0.2041,0.1641,0.2351,0.2071,0.0229,0.195,0.7432,23824.0,2.1055473461657294e-18,0.0644
Noise__has_duplicate,Noise,0.9416,0.6611,-0.2805,0.2345,0.4733,1.0,1.0,0.7404,52803.0,9.583026881745445e-17,0.0736
"Pressure__fft_coefficient__attr_""imag""__coeff_4",Pressure,0.025,0.8509,0.8259,0.186,1.5434,0.0243,0.7873,0.7347,22854.0,2.4878889884333548e-20,0.3961
"Pressure__fft_coefficient__attr_""imag""__coeff_5",Pressure,0.0141,0.7229,0.7088,0.1896,1.3286,0.0087,0.6668,0.7305,22728.5,1.377128335288254e-20,0.3542
Vibration__autocorrelation__lag_9,Vibration,-0.1068,0.0269,0.1337,0.1933,0.1745,-0.0935,0.0358,0.7277,24639.0,7.312348926535705e-17,0.0529
"Pressure__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",Pressure,0.0005,0.0573,0.0568,0.0011,0.108,0.0,0.0025,0.7272,26712.0,1.8827209142155093e-14,0.2131
"Motor_Current__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",Motor_Current,1.0768,1.5558,0.4791,0.056,0.9097,1.0753,1.3517,0.7265,27634.0,8.109995937850907e-12,0.3817
Noise__sum_of_reoccurring_values,Noise,96.1403,57.9761,-38.1641,49.9176,54.8559,85.56,54.97,0.7261,57259.0,6.094935775000906e-16,0.4015
"Noise__agg_autocorrelation__f_agg_""var""__maxlag_40",Noise,0.1449,0.2553,0.1105,0.1195,0.1772,0.1023,0.212,0.7247,22936.0,3.6536411731682397e-20,0.0856
Vibration__index_mass_quantile__q_0.1,Vibration,0.1217,0.1437,0.0221,0.0202,0.0378,0.1333,0.1333,0.72,26275.0,2.5208667048215265e-17,0.073
Noise__autocorrelation__lag_6,Noise,-0.0082,0.1259,0.134,0.1936,0.1804,-0.0019,0.1405,0.7174,25207.0,7.857651766137944e-16,0.0618
Temperature__energy_ratio_by_chunks__num_segments_10__segment_focus_2,Temperature,0.0999,0.0982,-0.0017,0.0008,0.0031,0.0999,0.0982,0.7158,59503.0,4.3026832630884344e-20,0.2871
Vibration__time_reversal_asymmetry_statistic__lag_1,Vibration,0.0002,0.8692,0.8689,0.0007,1.6941,0.0,0.2187,0.7089,4935.0,2.2646598389494924e-74,0.609
Vibration__partial_autocorrelation__lag_5,Vibration,-0.1232,0.0155,0.1387,0.2081,0.1837,-0.106,0.0155,0.7088,25433.0,1.976527844891908e-15,0.0307
"Vibration__fft_aggregated__aggtype_""variance""",Vibration,13.4964,15.9716,2.4751,2.6208,4.1487,13.2624,15.6131,0.7062,26787.0,3.805871606135112e-13,0.0565
"Vibration__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",Vibration,0.0002,0.0397,0.0394,0.0004,0.0771,0.0001,0.0028,0.7061,26780.0,1.4905321863080766e-13,0.3125
Noise__benford_correlation,Noise,-0.0644,-0.1876,-0.1232,0.0009,0.2424,-0.0646,-0.2112,0.7024,75070.0,2.1507974586147005e-72,0.5808
Pressure__longest_strike_above_mean,Pressure,4.8066,6.5116,1.7051,1.9842,2.7758,4.0,6.0,0.7014,25767.0,3.852350337767112e-15,0.0997
Vibration__energy_ratio_by_chunks__num_segments_10__segment_focus_9,Vibration,0.1089,0.1444,0.0355,0.0364,0.0609,0.103,0.1304,0.6989,19495.0,8.540964931012946e-28,0.1625
Vibration__has_duplicate_min,Vibration,0.3577,0.0864,-0.2713,0.4793,0.2809,0.0,0.0,0.6987,52424.0,2.9585014262318666e-15,0.0325
Motor_Current__number_cwt_peaks__n_5,Motor_Current,2.8686,3.412,0.5433,0.7231,0.8251,3.0,3.0,0.6982,26642.5,5.252267190235698e-15,0.0737
"Motor_Current__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",Motor_Current,0.0005,0.0609,0.0604,0.0013,0.1202,0.0,0.0142,0.6948,10274.0,9.539615352811714e-56,0.3032
"Vibration__fft_coefficient__attr_""angle""__coeff_2",Vibration,9.5136,70.9018,61.3881,96.7226,80.2649,18.2141,92.6681,0.6937,24833.0,1.660352715578224e-16,0.1089
Temperature__last_location_of_maximum,Temperature,0.5372,0.7255,0.1882,0.3037,0.2383,0.5667,0.8,0.6936,26406.0,8.578287336691781e-14,0.0497
Noise__partial_autocorrelation__lag_4,Noise,-0.0677,0.0666,0.1343,0.2011,0.1899,-0.073,0.0785,0.6877,25603.0,3.9229040094924224e-15,0.0456
Noise__energy_ratio_by_chunks__num_segments_10__segment_focus_6,Noise,0.1,0.1035,0.0035,0.0016,0.0069,0.1,0.1027,0.6872,27216.0,1.8324123756300964e-12,0.2505
"Pressure__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",Pressure,0.1104,0.3446,0.2341,0.2484,0.4079,0.0006,0.0666,0.686,22732.0,1.4000391068088937e-20,0.1054
Vibration__first_location_of_minimum,Vibration,0.3802,0.2048,-0.1754,0.2866,0.2247,0.3,0.1,0.6849,57377.5,4.2722021508610967e-16,0.097
Vibration__energy_ratio_by_chunks__num_segments_10__segment_focus_1,Vibration,0.0953,0.0759,-0.0194,0.0225,0.033,0.0976,0.0764,0.6825,60177.0,1.749259767248982e-21,0.1458
Noise__ar_coefficient__coeff_0__k_10,Noise,69.184,26.6222,-42.5617,60.3077,64.8224,58.9465,25.4262,0.6787,58023.0,3.273717291251669e-17,0.0526
Noise__ar_coefficient__coeff_10__k_10,Noise,-0.0919,0.1271,0.2191,0.2952,0.3462,-0.0601,0.1082,0.6784,25562.0,3.3273168260205986e-15,0.0442
"Pressure__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",Pressure,0.0002,0.0225,0.0223,0.0005,0.0455,0.0,0.0009,0.6775,27115.5,7.33299480424061e-14,0.1788
"Noise__fft_coefficient__attr_""imag""__coeff_4",Noise,0.3908,8.1868,7.796,2.5322,15.7319,0.3521,7.5149,0.6769,24572.0,5.4968322909431015e-17,0.3396
Noise__lempel_ziv_complexity__bins_2,Noise,0.3769,0.3568,-0.0201,0.0228,0.0348,0.3667,0.3667,0.6756,54755.0,3.1549465573668365e-13,0.0613
Temperature__max_langevin_fixed_point__m_3__r_30,Temperature,66.4117,76.7368,10.325,5.6889,20.436,65.8474,71.6367,0.6749,11709.0,1.5597427297855154e-51,0.3658
Temperature__partial_autocorrelation__lag_7,Temperature,-0.1421,-0.0039,0.1382,0.1936,0.2146,-0.1461,-0.0045,0.6747,26413.0,9.315427088721203e-14,0.0466
"Noise__fft_coefficient__attr_""imag""__coeff_5",Noise,0.1931,7.1404,6.9473,2.229,14.2204,0.2468,6.4432,0.6678,24646.0,7.533170600999825e-17,0.331
"Noise__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",Noise,0.0149,1.8831,1.8682,0.0404,3.8664,0.0,0.065,0.6677,26581.0,2.3753381123625564e-15,0.1864
"Motor_Current__fft_coefficient__attr_""imag""__coeff_5",Motor_Current,0.0369,1.4777,1.4407,0.2469,2.9788,0.0173,1.5588,0.6664,24699.5,9.452692244681553e-17,0.4498
"Temperature__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",Temperature,0.0857,0.5308,0.4451,0.7467,0.5876,0.2227,0.8104,0.6662,27530.0,5.623999438282454e-12,0.0595
"Pressure__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",Pressure,0.0004,0.0178,0.0174,0.001,0.0365,0.0,0.0038,0.6596,17867.0,2.6149417454425062e-33,0.202
"Noise__fft_coefficient__attr_""angle""__coeff_2",Noise,16.0771,74.415,58.3379,100.5047,76.1396,30.9153,93.6675,0.6585,27130.0,1.3420869576394535e-12,0.0848
Motor_Current__ar_coefficient__coeff_0__k_10,Motor_Current,12.3447,4.5126,-7.8321,11.0107,12.6478,11.1727,4.9342,0.6584,57627.0,1.7609371283932612e-16,0.0599
Vibration__partial_autocorrelation__lag_2,Vibration,0.0414,0.1621,0.1207,0.1785,0.1882,0.0378,0.1693,0.6576,26759.0,3.4293710517757093e-13,0.0152
Vibration__energy_ratio_by_chunks__num_segments_10__segment_focus_8,Vibration,0.1032,0.1306,0.0274,0.0292,0.0504,0.1001,0.1225,0.6575,21408.0,2.1520703784636534e-23,0.1531
"Noise__fft_coefficient__attr_""real""__coeff_14",Noise,0.0727,-6.4711,-6.5438,2.2021,13.599,0.0599,-5.3901,0.6572,56719.0,7.196905031464974e-15,0.3454
Motor_Current__autocorrelation__lag_9,Motor_Current,-0.0577,0.0629,0.1206,0.1972,0.1703,-0.047,0.0568,0.6568,27373.0,3.220065610387495e-12,0.0731
"Temperature__agg_autocorrelation__f_agg_""mean""__maxlag_40",Temperature,-0.0756,-0.1425,-0.0669,0.0907,0.1111,-0.0484,-0.1281,0.6566,56883.0,3.738485496659925e-15,0.0529
"Noise__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",Noise,-3.9966,-2.7279,1.2687,1.6948,2.1398,-4.0678,-3.1348,0.6538,27285.0,2.349393233256588e-12,0.0488
Pressure__partial_autocorrelation__lag_2,Pressure,0.0029,0.1239,0.121,0.1937,0.1776,-0.001,0.1267,0.6527,25902.0,1.2871828697213461e-14,0.052
Vibration__longest_strike_below_mean,Vibration,6.3759,8.9269,2.551,3.4863,4.2615,5.0,8.0,0.6522,24489.5,2.5721038847403826e-17,0.0903
"Temperature__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",Temperature,11.906,12.9211,1.0151,0.633,2.075,11.8598,13.0629,0.6492,25761.0,7.370507126686233e-15,0.2548
Vibration__partial_autocorrelation__lag_4,Vibration,-0.0986,0.0279,0.1265,0.1851,0.2062,-0.1086,0.0286,0.6443,26628.0,2.101040242643199e-13,0.0302
Temperature__has_duplicate,Temperature,0.9781,0.7741,-0.204,0.1463,0.4182,1.0,1.0,0.6395,49650.0,3.103322037015691e-13,0.0797
"Temperature__fft_coefficient__attr_""angle""__coeff_2",Temperature,-0.7347,61.7268,62.4615,104.1492,91.4482,-8.7829,86.3872,0.6393,27178.0,1.5972140822651747e-12,0.0841
"Vibration__agg_autocorrelation__f_agg_""var""__maxlag_40",Vibration,0.1913,0.3294,0.1381,0.1753,0.2475,0.1138,0.2786,0.639,23432.0,3.6031911350000534e-19,0.0942
